Servide Code,Service Name en,Service Name ar,Net Price,start date for Net Price
1837,CT MANDIBLE,أشعة مقطعية على الفك السفلي,2213.75,4/17/24
1838,CT MASTOID WITHOUT CONTRAST,مقطعية على الأذن بدون صبغة,2150.5,4/17/24
1839,CT MASTOIDS WITH CONTRAST,مقطعية على الأذن بالصبغة,2392.5,4/17/24
1840,CT MESENTERIC ANGIOGRAPHY,أشعة مقطعية (أنجيو) على الأوعية الدموية المعوية,2021.25,4/17/24
1841,CT NASOPHARYNX,مقطعية على البلعوم الأنفية,1463,4/17/24
1842,CT NASOPHARYNX  W. CONTRAST,مقطعية على البلعوم الأنفى بالصبغة,2092.75,4/17/24
1843,CT NECK  WITH CONTARST,مقطعية على الرقبة  بالصبغة,1655.5,4/17/24
1844,CT NECK WITHOUT CONTRAST,مقطعية على  الرقبة بدون صبغة,1375,4/17/24
1845,CT ONE KNEE,مقطعية على ركبة واحدة,1245.75,4/17/24
1846,CT ORBIT,مقطعية على الحجاجين وضعين,1509.75,4/17/24
1847,CT ORBIT W. CONTRAST,مقطعية على الحجاج و العين بالصبغة,2191.75,4/17/24
1848,CT PELVIS BONE WINDOW,أشعة مقطعية على الحوض,1424.5,4/17/24
1849,CT PELVIS WITH CONTRAST,أشعة مقطعية على الحوض بالصبغة,1795.75,4/17/24
1850,CT PITUITARY,مقطعية على الغدة النخامية,1518,4/17/24
1851,CT PITUITARY WITH CONTRAST,مقطعية على الغدة النخامية بالصبغة,2021.25,4/17/24
1852,CT PULMONARY ARTERIES,أشعة مقطعية على الشرايين الرنوية,1971.75,4/17/24
1853,CT RENAL ARTERIES,أشعة مقطعية على الشرايين الكلوية,1971.75,4/17/24
1854,CT SCANOGRAM,أشعة رقمية لقياس طول عظام الطرفيين السفليين,1075.25,4/17/24
1855,CT SCANOGRAM (LOWER LIMB),مقطعية لعظام الأطراف,1518,4/17/24
1856,CT SHOULDER,مقطعية على الكتف,1284.25,4/17/24
1857,CT SINUSES  ( CORONAL & AXIAL ) W. CONTRAST,مقطعية على الجيوب الأنفية بالصبغة,2084.5,4/17/24
1858,CT SINUSES ( CORONAL ONLY,أشعة مقطعية الجيوب الأنفية,959.75,4/17/24
1859,CT SINUSES ( CORONAL&AXIAL ),مقطعية على الجيوب الأنفية (مقطعين),1718.75,4/17/24
1860,CT SPINES SCOUT ONLY,استكشاف للفقرات,847,4/17/24
1861,CT TEMPORAL BONE WITH CONTRAST,أشعة مقطعية  على عظام الصدغ بالصبغة,1872.75,4/17/24
1862,CT THORACIC AORTA CT ANGIO,أشعة مقطعية على الشريان الأورطي الصدري,2670.25,4/17/24
1863,CT TMJ CORONAL & AXIAL,أشعة مقطعية على مفصلي الفك (أفقية ورأسية),1757.25,4/17/24
1864,CT TRIPHASIC ( SPIRAL ) FOR ABDOMEN,أشعة مقطعية على الكبد (الفحص الثلاثى) بالصبغة,2194.5,4/17/24
1865,CT UPPER LIMBS CT ANGIO,أشعة مقطعية على شرايين الأطراف العلوية,2021.25,4/17/24
1866,CT URINARY SYSTEM UT,مقطعية  على المسالك البولية,1633.5,4/17/24
1867,CT URINARY SYSTEM WITH CONTRAST,أشعة مقطعية على الجهاز البولى بالصبغة,1925,4/17/24
1868,CT VIRTUAL BRONCHOSCOPY,منظار تخيلي للقصبه الهوائية,1757.25,4/17/24
1869,CT WRIST,أشعة مقطعية على مفصل الرسغ,1097.25,4/17/24
1870,CT WRIST (RT+LT),أشعة مقطعية على مفصل الرسغ  (جانبين),1872.75,4/17/24
1871,CT(DENTAL SCANNING),أشعة مقطعية على الأسنان,1757.25,4/17/24
1872,CTCEREBRAL ANGIOGRAPHY,أشعة مقطعية على شرايين المخ,2112,4/17/24
1873,CYSTOGRAPHY/ URETHROGRAPHY,أشعة بالصبغة الصاعدة على مجرى البول,987.25,4/17/24
1874,DOPPLER / ABD AORTA,دوبلر على الأورطي وفروعه,1518,4/17/24
1875,DOPPLER / INFERIOR VENA CAVA,دوبلر على الوريد الاجوف السفلي,1102.75,4/17/24
1876,DOPPLER / MESENTRIC ARTERIES,دوبلر على الشرايين المعوية (جانب واحد),1237.5,4/17/24
1877,DOPPLER / PORTAL VENOUS,دوبلر على الوريد البابي,1287,4/17/24
1878,DOPPLER / RENAL ARTERIES 2 SIDE,دوبلر على شرايين الكلى (جانبين),1518,4/17/24
1879,DOPPLER CAROTID BOTH SIDES,دوبلر على الشرايين السباتية,1394.25,4/17/24
1880,DOPPLER L.L. (LEG)  ARTERIES BOTH SIDES,دوبلر شرايين الساق ناحيتين,2213.75,4/17/24
1881,DOPPLER L.L. (LEG) ARTERIES ONE SIDE,دوبلر شرايين الساق ناحية واحدة,1496,4/17/24
1882,DOPPLER L.L. (LEG) VEINS BOTH SIDES,دوبلر أوردة الساق ناحيتين,1881,4/17/24
1883,DOPPLER L.L. (LEG) VEINS ONE SIDE,دوبلر أوردة الساق ناحية واحدة,1168.75,4/17/24
1884,DOPPLER PELVIC ARTERIES,شرايين الحوض,1394.25,4/17/24
1885,DOPPLER PENILE,دوبلر على أوعية دموية القضيب,1518,4/17/24
1886,DOPPLER PREGNANCY,دوبلر الحمل,610.5,4/17/24
1887,DOPPLER U.L. (ARM) ARTERIES BOTH SIDES,دوبلر شرايين الذراع جانبين,1826,4/17/24
1888,DOPPLER U.L. (ARM) ARTERIES ONE SIDE,دوبلر شرايين الذراع ناحية واحدة,1496,4/17/24
1889,DOPPLER U.L. (ARM) VEINS BOTH SIDES,دوبلر أوردة الذراع ناحيتين,1826,4/17/24
1890,DOPPLER U.L. (ARM) VEINS ONE SIDE,دوبلر أوردة الذراع ناحية واحدة,1124.75,4/17/24
1891,DORSAL SPINES (AP&LAT ),أشعة الفقرات الصدرية (أمامي-خلفي-جانبي),808.5,4/17/24
1892,DORSOLUMBER,أشعة على الفقرات الصدرية (وضع واحد),456.5,4/17/24
1893,ELBOW JOINT ( AP& LAT ) ONE SIDE,أشعة على مفصل الكوع (أمامي-خلفي-مائل),566.5,4/17/24
1894,ELBOW JOINTS (AP& LAT) BOTH SIDES,مفصل الكوع الناحيتين,585.75,4/17/24
1895,EXTRA FILM FOR RADIOLOGICAL INVESTIAGATION,فيلم إضافي لأي أشعة,173.25,4/17/24
1896,FEET AP&LAT &OBLIQUE BOTH SIDES,أشعة على عظام القدمين (أمامي خلفي-مائل- جانبي),679.25,4/17/24
1897,FEET BOTH SIDES(AP& LAT),الكعبين,533.5,4/17/24
1898,FEMUR ONE SIDE(AP &LAT),أشعة على  الفخذ (أمامي خلفي وجانبي),475.75,4/17/24
1899,FEMURS (AP& LAT&OBLIQUE),أشعة على عظام الفخذ (أمامي خلفي جانبي ومائل),651.75,4/17/24
1900,FISTULOGRAPHY,أشعة بالصبغة على الناصور,1410.75,4/17/24
1901,FLUOROSCOPY (E.R.C.P ),الفلوروسكوبي (خاص بمنظار القنوات المرارية),679.25,4/17/24
1902,FOOT ONE SIDE (AP&LAT&OBLIQUE),أشعة على عظام القدم (جانبي وأمامي-خلفي ومائل),583,4/17/24
1903,FOOT ONE SIDE (AP&LAT),أشعة على القدم وضعين,478.5,4/17/24
1904,FOREARM BOTH SIDES (AP& LAT),أشعة عادية على الساعدين الأيمن والأيسر,726,4/17/24
1905,FOREARM ONE SIDE (AP & LAT),أشعة على عظام الساعد (أمامي-خلفي-مائل),572,4/17/24
1906,FOREFOOT AP&LAT,أشعة على مقدمة القدم الأمامية (أمامي خلفي جانبي),544.5,4/17/24
1907,GASTROGRAPHINE ENEMSA,أشعة بالصبغة القولون,1410.75,4/17/24
1908,GASTROGRAPHINE MEAL,أشعة بالصبغة على المعدة,1245.75,4/17/24
1909,GASTROGRAPHINE MEAL AND FOLLOW THROUGH,GASTROGRAPHINE MEAL AND FOLLOW THROUGH,1240.25,4/17/24
1910,GASTROGRAPHINE SWALLOW,أشعة بالصبغة  على المريء,1240.25,4/17/24
1911,H.S.C,أشعة بالصبغة على الرحم والأنابيب (بواسطة طبيب النساء),1410.75,4/17/24
1912,HAND AP& LAT&OBLIQUE ONE SIDE,أشعة على عظام اليد (أمامي خلفي-مائل) جهة واحدة,519.75,4/17/24
1913,HAND BOTH SIDES (AP &LAT&OBLIQUE),اليد جانبين أمامي خلفي وجانبي ومائل,726,4/17/24
1914,HAND ONE SIDE (AP &LA),أشعة على عظام اليد (أمامي-خلفي),478.5,4/17/24
1915,HAND ONE SIDE (AP &LAT),أشعة على اليد وضعين,467.5,4/17/24
1916,HANDS BOTH SIDES ( AP& LAT),أشعة على اليدين وضعين (أمامي خلفي &جانبي),726,4/17/24
1917,HIP JOINT BOTH SIDES ( AP& LAT ),مفصلى الفخذين الناحيتين,783.75,4/17/24
1918,HIP JOINT ONE SIDE (AP& LAT ),أشعة على مفصل الفخذ (أمامي-خلفي-مائل),572,4/17/24
1919,HYSTEROSALPINGOGRAPHY,أشعة بالصبغة على الرحم و الانابيب (بدون أتعاب طبيب),1463,4/17/24
1920,I V U/ I V P,أشعة بالصبغة على المسالك البولية,1702.25,4/17/24
1921,INFUSION UROGRAPHY,المسالك البولية بالتنقيط,1237.5,4/17/24
1922,INSERATION OF PIGTAIL MICROVASIVE CATHTER U/S,تركيب قسطرة  عن طريق الموجات الفوق صوتية ,6022.5,4/17/24
1923,KNEE JOINT AP&LAT&TUNNEL ONSIDE,أشعة على عظام الركبة (أمامي-خلفي-جانبي-محورى),679.25,4/17/24
1924,KNEE JOINT ONE SIDE (AP &LAT),أشعة على عظام الركبة (أمامي-خلفي-جانبي),478.5,4/17/24
1925,KNEE JOINT SKYLINE/SIDE,الركبة (سكاى لاين),544.5,4/17/24
1926,KNEE JOINTS BOTH SIDES (AP& LAT&SKY LINE),أشعة على مفصلي الركبة اليمنى واليسرى وضعين,726,4/17/24
1927,KNEE JOINTS BOTH SIDES (AP& LAT&TUNNEL),أشعة على مفصلي الركبة اليمنى واليسرى ثلاث أوضاع,778.25,4/17/24
1928,KNEE JOINTS BOTH SIDES (AP& LAT),الركبتين,803,4/17/24
1929,KNEE JOINTS STANDING,الركبة واقفا,679.25,4/17/24
1930,LARYNX PLAIN AP+LAT,أشعة على الحنجرة (أمامي خلفي وجانبي),385,4/17/24
1931,LEG AP&LAT BOTH SIDES,أشعة على عظام الساق (أمامي خلفي / جانبي) جانبين,778.25,4/17/24
1932,LEG AP&LAT ONE SIDE,أشعة على عظام الساق (أمامي-خلفي-جانبي),544.5,4/17/24
1933,LOWER LIMB CHILDERN AP ONLY,أشعة عادية على الطرف السفلي للأطفال,544.5,4/17/24
1934,LUMBAR SPINES (AP& LAT&OBLIQUE),أشعة على الفقرات القطنية (أمامي خلفي-جانبي-مائلين),808.5,4/17/24
1935,LUMBAR SPINES (AP&LAT),أشعة على الفقرات القطنية (أمامي-خافى-جانبي),662.75,4/17/24
1936,LUMBAR SPINES (AP&LLAT& FLEXION&EXTENION)DYNAMIC,أشعة على الفقرات القطنية (أمامي-جانبي-مائلين-دينامك),1221,4/17/24
1937,LUMBER SPINES AP,أشعة على الفقرات القطنية وضع واحد,783.75,4/17/24
1938,LUMBER SPINES LAT,أشعة على الفقرات القطنية وضع واحد,610.5,4/17/24
1939,"LUMBOSACRAL SPINE AP,LAT,FLEX,EXT, DYNAMIC",الفقرات القطنية العجزية أوضاع ديناميكية,1221,4/17/24
1940,MAMMOGRAPHY ( BILATERAL ),الماموجرام جهتين,1410.75,4/17/24
1941,MAMMOGRAPHY( UNILATERAL ),الماموجرام جهة واحدة,959.75,4/17/24
1942,MANDIBLE PA &OBLIQUE BOTH SIDES,الفك السفلى أمامي خلفي ومائل للجهتين,679.25,4/17/24
1943,MANDIBLE PA VIEW,أشعة على الفك,448.25,4/17/24
1944,MANDIBLE PA&OBLIQUE ON SIDE,أشعة على عظام الفك السفلى (وضعين),552.75,4/17/24
1945,MASTOID ONE SIDE,أشعة على عظام الماستويد جانب واحد,448.25,4/17/24
1946,MASTOIDS( BOTH),أشعة على عظمة الماستويد (جانبين),544.5,4/17/24
1947,MRA,رنين مغناطيسي على شرايين المخ,2290.75,4/17/24
1948,MRI (MRA MRV) BRAIN ARTERIES AND VEINS,رنين مغناطيسي على شرايين وأوردة المخ ,3789.5,4/17/24
1949,MRI ABDOMEN,رنين مغناطيسي على البطن,2285.25,4/17/24
1950,MRI ABDOMINAL WALL,رنين مغناطيسي على جدار البطن ,2502.5,4/17/24
1951,MRI ANKLE,رنين مغناطيسي على مفصل الكاحل,2285.25,4/17/24
1952,MRI BRAIN,رنين مغناطيسي على المخ,2348.5,4/17/24
1953,MRI BRAIN + DIFFUSION,رنين مغناطيسي على المخ بالانتشار,2502.5,4/17/24
1954,MRI BRAIN + DIFFUSION + MRA,رنين مغناطيسي على شرايين المخ بالانتشار,3547.5,4/17/24
1955,MRI CALF MUSCLE ,رنين مغناطيسي على عضلة السمانة,2502.5,4/17/24
1956,MRI CERVICAL SPINE,رنين مغناطيسي على الفقرات العنقية,2348.5,4/17/24
1957,MRI CHEST ,رنين مغناطيسي على الصدر ,2285.25,4/17/24
1958,MRI CHEST WALL,رنين مغناطيسي على جدار الصدر,2502.5,4/17/24
1959,MRI CLAVICLE,رنين مغناطيسي على الترقوه ,2502.5,4/17/24
1960,MRI COCCYX,رنين مغناطيسي على الفقرات العصعصية,2502.5,4/17/24
1961,MRI DORSAL SPINE,رنين مغناطيسي على الفقرات الصدرية,2285.25,4/17/24
1962,MRI ELBOW,رنين مغناطيسي على الكوع,2285.25,4/17/24
1963,MRI FACE ,رنين مغناطيسي على الوجه ,2502.5,4/17/24
1964,MRI FEMUR,رنين على الفخذ,2502.5,4/17/24
1965,MRI FISTULA,رنين مغناطيسي على الناسور,2502.5,4/17/24
1966,MRI FOOT,رنين مغناطيسي على القدم,2285.25,4/17/24
1967,MRI HAND ,رنين على اليد ,2285.25,4/17/24
1968,MRI HIP JOINT ,رنين على مفصل الفخذ ,2285.25,4/17/24
1969,MRI KNEE,رنين مغناطيسي على مفصل الركبة,2348.5,4/17/24
1970,MRI LIVER,رنين مغناطيسي على الكبد,2285.25,4/17/24
1971,MRI LOWER LIMB ONE SIDE,رنين مغناطيسي على الطرف السفلي,2285.25,4/17/24
1972,MRI LUMBER SPINE,رنين مغناطيسي على الفقرات القطنية,2348.5,4/17/24
1973,MRI M.R.C.P.,رنين مغناطيسي على القنوات المرارية,2285.25,4/17/24
1974,MRI MRA IN ONE SESSION,رنين مغناطيسي على الأوعية الدموية,2502.5,4/17/24
1975,MRI NECK,رنين مغناطيسي على الرقبة,2285.25,4/17/24
1976,MRI ORBIT,رنين مغناطيسي على الحجاج والعين,2285.25,4/17/24
1977,MRI PELVIS,رنين مغناطيسي على الحوض,2285.25,4/17/24
1978,MRI PITUITARY,رنين مغناطيسي على الغدة النخامية,2285.25,4/17/24
1979,MRI SHOULDER,رنين مغناطيسي على الكتف,2348.5,4/17/24
1980,MRI SHOULDER ARTHROGRAPHY,رنين مغناطيسي على الكتف مع حقن المفصل,4386.25,4/17/24
1981,MRI SINUS & PHARYNX,رنين مغناطيسي على الجيوب الأنفية والبلعوم,2285.25,4/17/24
1982,MRI TMJ,رنين مغناطيسي على مفصل الفك,2502.5,4/17/24
1983,MRI UPPER LIMB ONE SIDE,رنين مغناطيسي على الطرف العلوي,2285.25,4/17/24
1984,MRI URINARY TRACT,رنين مغناطيسي على المسالك,2285.25,4/17/24
1985,MRI VESSELS,رنين مغناطيسي على الأوعية الدموية,2502.5,4/17/24
1986,MRI WRIST,رنين مغناطيسي على الرسغ,2285.25,4/17/24
1987,MRV,رنين مغناطيسي على أوردة المخ,2290.75,4/17/24
1988,MYELOGRAPHY,الفقرات بالصبغة,1075.25,4/17/24
1989,NASAL BONES,أشعة على عظام الأنف,327.25,4/17/24
1990,NASOPHARYNX  LAT,أشعة على البلعوم الأنفي (جانبي),385,4/17/24
1991,NECK SOFT TISSUE,أشعة على الرقبة,475.75,4/17/24
1992,NECK U/S,موجات صوتية للغدة والرقبة,748,4/17/24
1993,ORBIT PA,أشعة عادية على الحجاج,316.25,4/17/24
1994,ORBIT PA &LAT,أشعة على الحجاجين وضعين,514.25,4/17/24
1995,ORBIT PA &LAT BOTH SIDES,أشعة على عظام العين (الحجاج) أمامي خلفي,679.25,4/17/24
1996,OSCALCIS  LAT &AXIAL BOTH SIDES,أشعة على عظام الكعب (جانبي - محورى),624.25,4/17/24
1997,OSCALCIS  LAT &AXIAL ONE SIDE,أشعة على عظام الكعب (جانبي-محورى),544.5,4/17/24
1998,OSCALCIS LAT&AXIAL BOTH SIDES,أشعة عادية على الكعبين,533.5,4/17/24
1999,OSCALCIS LATERAL VIEW BOTH SIDES,الكعبين في الوضع الجانبي,456.5,4/17/24
2000,P N S (SINUSES),أشعة على الجيوب الأنفية,552.75,4/17/24
2001,PELVIS &W SOUND,الحوض بالمجس اللولب,880,4/17/24
2002,PELVIS AP,أشعة على عظام الحوض (أمامي- خلفي),519.75,4/17/24
2003,PELVIS AP&LAT,أشعة على عظام الحوض (أمامي-خلفي - جانبي),726,4/17/24
2004,REPORT FOR EXTERNAL RADIOLOGICAL INVESTIAGTION,كتابة تقرير لفحص أشعة تم خارج المستشفى,544.5,4/17/24
2005,REPORT FOR EXTERNAL RADIOLOGICAL INVESTIAGTION,كتابة تقرير لفحص أشعة تم خارج المستشفى,544.5,4/17/24
2006,RIB ONE SIDE,أشعة على القفص الصدرى والضلوع,475.75,4/17/24
2007,RIBS AP &OBLIQUE ONE SIDE,أشعة على الضلوع (أمامي خلفي مائل) جهة واحدة,726,4/17/24
2008,RIBS BILATERAL,الضلوع  جانبين,456.5,4/17/24
2009,SACROILIAC (AP& BOTH OBLIQUE),المفصلين العجزيين الحرقفيين,698.5,4/17/24
2010,SACROILIAC JOINT (AP ),أشعة على المفصلين الحرقفيين أمامي خلفي,475.75,4/17/24
2011,SACROILIAC JOINT (AP&  OBLIQUE),أشعة على المفصل الحرقفي (أمامي-خلفي-ومائل),624.25,4/17/24
2012,SACRUM & COCCYX (AP&LAT),الفقرات العجزية الحرقفية أمامي خلفي جانبي,456.5,4/17/24
2013,SALIVARY GLAND ONE SIDE,أشعة على الغدد اللعابية جانب واحد,514.25,4/17/24
2014,SALIVARY GLAND PA &OBLIQUE,أشعة على الغدد اللعابية (وضعين),514.25,4/17/24
2015,SCAPULA AP,أشعة على عظمة اللوح (أمامي-خلفي),374,4/17/24
2016,SCAPULA AP &LAT,أشعة على عظمة اللوح (أمامي-خلفي-جانبي),544.5,4/17/24
2017,SCROTAL DUPLEX,دوبلر على دوالي الخصية,1133,4/17/24
2018,SHOULDER BOTH SIDES AP WITH WIGHT,الكتف للجهتين بالأوزان,544.5,4/17/24
2019,SHOULDER JOINT (AP& LAT ),أشعة على مفصل الكتف (أمامي-خلفي-جانبي),673.75,4/17/24
2020,SHOULDER JOINT AP,أشعة على مفصل الكتف (أمامي-خلفي),467.5,4/17/24
2021,SHOULDER JOINT AP &AXIAL,أشعة على مفصل الكتف (أمامي-خلفي-محوري),778.25,4/17/24
2022,SHOULDER JOINT AXIAL,الكتف محوري,544.5,4/17/24
2023,SHOULDER JOINTS BOTH SIDES (AP ),الكتف الأيمن والأيسر الناحيتين,778.25,4/17/24
2024,SIALOGRAPHY,الغده اللعابية بالصبغة,750.75,4/17/24
2025,SINUES OM &LAT,أشعة على الجيوب الأنفية (خلفي أمامي-جانبي),514.25,4/17/24
2026,SKULL AP,أشعة على عظام الجمجمة أمامي خلفي,467.5,4/17/24
2027,SKULL AP &LAT,أشعة على عظام الجمجمة (أمامي - خلفي- جانبي),750.75,4/17/24
2028,SKULL AP& LAT&BASE,الجمجمة و قاع الجمجمة,836,4/17/24
2029,SKULL BASE,أشعة على الجمجمة,398.75,4/17/24
2030,SKULL PA &LAT & TOWNS,أشعة عادية على الجمجمة أمامي خلفي وجانبي وتاونز,836,4/17/24
2031,SKULL TOWNS,أشعة على عظام الجمجمة,398.75,4/17/24
2032,SPINE (CERVICAL + DORSAL + LUMBER) AP & LAT,أشعة على العمود الفقري كاملا - أمامي خلفي وجانبي,1518,4/17/24
2033,STENVERS-ORBIT,أشعة على عظام العين (الحجاج) أمامي خلفي جانبي,514.25,4/17/24
2034,STERNOCLAVICULAR JOINT BOTH SIDES,المفصل القصي الترقوي جانبين,448.25,4/17/24
2035,STERNUM/VIEW,أشعة عادية على عظمة القص,316.25,4/17/24
2036,T -TUBE CHOLANGIOGRAPHY,القناة المرارية بالصبغة,1509.75,4/17/24
2037,TEMPEROMANDILUAR JOINT  TOWNS,الفك الصدغي تاونز,385,4/17/24
2038,TEMPEROMANDILUAR JOINT BOTH SIDE OPEN & CLOSE,الفك الصدغي للجهتين مغلق ومفتوح - الفم,783.75,4/17/24
2039,TEMPEROMANDILUAR JOINT ONE SIDE OPEN & CLOSE,مفصل الفك الصدغي جهة واحدة مغلق ومفتوح - الفم,709.5,4/17/24
2040,TEMPEROMANDILUAR JOINT ONE SIDE OPEN & CLOSE&TOWNS,الفك الصدغي جهة واجدة مغلق ومفتوح للفم وتاونز,880,4/17/24
2041,TEMPEROMANDILUAR JOINTS BOTH SIDES,مفصل الفك الجانبين,572,4/17/24
2042,THORACIC INLET,مدخل الصدر,726,4/17/24
2043,U/S CHEST,موجات صوتية على الصدر,654.5,4/17/24
2044,U/S GUIDED ASPIRATION OF PLEURAL  TAPPING,بذل من الغشاء البللوري بالموجات الصوتية,1969,4/17/24
2045,U/S GUIDED BIOBSY OR ASPIRATION OF BODY FLUIDS,أخذ عينة بالموجات الفوق صوتية أو بذل من سوائل الجسم,3789.5,4/17/24
2046,U/S GUIDED BIOPSY,أخذ عينة عن طريق الموجات الصوتية,2068,4/17/24
2047,U/S GUIDED JOINT INJECTION,حقن المفاصل تحت الموجات فوق الصوتية ,1553.75,4/17/24
2048,U/S JOINT ONE SIDE,موجات صوتية على المفصل,880,4/17/24
2049,U/S PELVIS,موجات فوق صوتية على الحوض,613.25,4/17/24
2050,U/S PROSTATE,موجات صوتية على البروستاتا,726,4/17/24
2051,U/S SOFT TISSUE & MUSCLE,موجات صوتية على العضلات والعظام,1394.25,4/17/24
2052,U/S TRANS RECTAL,الفحص الشرجي بالموجات الصوتية,880,4/17/24
2053,U/S TRANS-VAGINAL,الفحص المهبلي بالموجات الصوتية,679.25,4/17/24
2054,ULTRA SOUND BREAST 2 SIDES,موجات فوق صوتية على الثدي جانبين,712.25,4/17/24
2055,ULTRASONOG.OF ABDOMEN + PEVIS,موجات فوق صوتية على البطن و الحوض,987.25,4/17/24
2056,ULTRASONOGRAPHY OF ABDOMEN,موجات فوق صوتية على البطن,698.5,4/17/24
2057,ULTRASONOGRAPHY OF THE PERGENANCY,سونار حمل,712.25,4/17/24
2058,ULTRASONOGRAPHY OF THE PREGENANCY AND ABDOMEN,سونار حمل وبطن,836,4/17/24
2059,ULTRASOUND BRAIN FOR NEWBORN,موجات صوتية على المخ للأطفال المبتسرين,1306.25,4/17/24
2060,ULTRASOUND BREAST ONE SIDE,موجات فوق صوتية على الثدي جانب واحد,643.5,4/17/24
2061,ULTRASOUND FOLLICULAR SCAN U-S 3SETTINGS,متابعه التبويض,880,4/17/24
2062,ULTRASOUND KIDNEY,موجات فوق صوتية على الكلى,726,4/17/24
2063,ULTRASOUND LIVER,موجات فوق صوتية على الكبد,726,4/17/24
2064,ULTRASOUND NECK THYROID,موجات فوق صوتية على الغدة الدرقية,748,4/17/24
2065,ULTRASOUND SCROTUM (TESTIS),موجات فوق صوتية على الخصيتين,1133,4/17/24
2066,USAGE OF US AT OR \ 1ST  HOUR ,استخدام جهاز الموجات فوق الصوتية بالعمليات \ الساعة,651.75,4/17/24
2067,USAGE OF US AT OR \ HALF HOUR AFTER THE FIRST HR.,استخدام جهاز الموجات فوق الصوتية بالعمليات \ نصف ساعة,371.25,4/17/24
2068,VIRTUAL BRONCHOSCOPY,منظار تخيلي على القصبة الهوائية,1842.5,4/17/24
2069,WRIST JOINT (AP & LAT & OBLIQ),أشعة على مفصل الرسغ (أمامي-خلفي-مائل),726,4/17/24
2070,WRIST JOINT (AP & LAT ),أشعة على الرسغ وضعين,566.5,4/17/24
2071,"WRIST JOINTS BOTH SIDES (AP,LAT)",أشعة على الرسغ الأيمن والأيسر وضعين,808.5,4/17/24
2072,CT ABDOMEN & PELVIS WITHOUT CONTRAST,أشعة مقطعية على البطن و الحوض بدون صبغة,1969,4/17/24
2073,CT ANGIOGRAPHY ALL AORTA,تصوير الشريان الأبهر كاملا بالأشعة المقطعية,3195.5,4/17/24
2074,CT ANGIOGRAPHY UPPER LIMB (R) OR (L),تصوير الطرف العلوي بالأشعة المقطعية,2136.75,4/17/24
2075,CT ANKEL JOINT  WITH CONTRAST,أشعة مقطعية على مفصل الكاحل بالصبغة,1641.75,4/17/24
2076,CT BOTH ANKELS WITH CONTRAST,أشعة مقطعية على الكاحلين بالصبغة,1925,4/17/24
2077,CT BOTH ANKEL JOINTS WITHOUT CONTRAST,أشعة مقطعية على الكاحلين بدون صبغة,1757.25,4/17/24
2078,CT BOTH  FEET WITH CONTRAST,أشعة مقطعية على القدمين بالصبغة,2246.75,4/17/24
2079,CT BOTH HIPS WITH CONTRAST,أشعة مقطعية على مفصلي الحوض بالصبغة,1746.25,4/17/24
2080,CT BOTH KNEES WITH CONTRAST,أشعة مقطعية على الركبتين بالصبغة,2942.5,4/17/24
2081,CT Carotid and Cerebral angiography,أشعة مقطعية على الشريان السباتي و شرايين المخ,4251.5,4/17/24
2082,CT CAROTID ANGIOGRAPHY,تصوير الشريان السباتي بالأشعة المقطعية,2664.75,4/17/24
2083,CT EAR,أشعة مقطعية على الأذن,1969,4/17/24
2084,CT Elbow (One Side) With contrast,أشعة مقطعية على مفصل الكوع (جانب واحد) بالصبغة,1641.75,4/17/24
2085,CT ELBOW (ONE SIDE) WITHOUT CONTRAST,أشعة مقطعية على مفصل الكوع (جانب واحد) بدون صبغة,1328.25,4/17/24
2086,CT ENTEROGRAPHY WITH CONTRAST,أشعة مقطعية على القولون,1553.75,4/17/24
2087,CT FEMUR (ONE SIDE),أشعة مقطعية على عظمة الفخذ (جانب واحد),1432.75,4/17/24
2088,CT FEMUR WITH CONTRAST (BOTH SIDES) ,أشعة مقطعية على عظمة الفخذ بالصبغة (جانبين),1699.5,4/17/24
2089,CT FEMUR WITH CONTRAST (ONE SIDE),أشعة مقطعية على عظمة الفخذ بالصبغة (جانب واحد),1432.75,4/17/24
2090,CT FOOT WITH CONTRAST (ONE SIDE),أشعة مقطعية على القدم بالصبغة (جانب واحد),1663.75,4/17/24
2091,CT FOR A LIMB (UPPER OR LOWER),أشعة مقطعية لعظام الأطراف,1578.5,4/17/24
2092,CT KNEE WITH CONTRAST (ONE SIDE),أشعة مقطعية على الركبة بالصبغة (جانب واحد),1713.25,4/17/24
2093,CT ORBITS WITHOUT CONTRAST,أشعة مقطعية على الحجاج والعين بدون صبغة,2194.5,4/17/24
2094,CT PARANASAL SINUSES (CORONAL&AXIAL),أشعة مقطعية على الجيوب الأنفية (مقطعين),1842.5,4/17/24
2095,CT PARANASAL SINUSES (CORONAL&AXIAL) WITH CONTRAST,أشعة مقطعية على الجيوب الأنفية (مقطعين) بالصبغة,2260.5,4/17/24
2096,CT PARANASALSINUSES (CORONAL ONLY),أشعة مقطعية على الجيوب الأنفية (مقطع واحد),1086.25,4/17/24
2097,CT pelvis and both hips with contrast,أشعة مقطعية على عظام ومفاصل الحوض بالصبغة,1713.25,4/17/24
2098,CT pelvis and both hips without contrast,أشعة مقطعية على عظام ومفاصل الحوض بدون صبغة,1306.25,4/17/24
2099,CT PELVIS WITHOUT CONTRAST,أشعة مقطعية على عظام الحوض بدون صبغة,1699.5,4/17/24
